WD100,Actual,CSE,TRNSYS-Perez,TRNSYS-HayDavies
Jan Average East 90 Diffuse Radiation Values,N/A,10.375813717220055,21.260149275117872,16.730952494376147
Jan Average North 90 Total Radiation Values,N/A,10.375813717220055,14.995183234056142,10.312414111388328
Jan Average North 90 Beam Radiation Values,N/A,0.0,0.0,0.0
Jan Average North 90 Diffuse Radiation Values,N/A,10.375813717220055,14.995183234056142,10.312414111388328
Jan Average West 90 Total Radiation Values,N/A,59.29936810356225,65.52556273083596,61.0178572237856
Jan Average West 90 Beam Radiation Values,N/A,48.9235556459201,44.02339793306703,44.02339793306703
Jan Average West 90 Diffuse Radiation Values,N/A,10.375813717220055,21.502164797768927,16.994459290718584
Jan Average 45 East 90 Total Radiation Values,N/A,138.8731013398842,141.4130573150948,137.47779712609986
Jan Average 45 East 90 Beam Radiation Values,N/A,128.4972849946232,111.54601257417508,111.54601257417508
Jan Average 45 East 90 Diffuse Radiation Values,N/A,10.375813717220055,29.867044740919702,25.93178455192478
Jan Average 45 West 90 Total Radiation Values,N/A,135.07244162016428,141.3653699333426,137.46114586287723
Jan Average 45 West 90 Beam Radiation Values,N/A,124.69662367791356,111.20701779201777,111.20701779201777
Jan Average 45 West 90 Radiation Values,N/A,10.375813717220055,30.15835214132483,26.254128070859444
Jan Average East 30 Total Radiation Values,N/A,98.16070559938161,100.70382291203843,98.46946354764107
Jan Average East 30 Beam Radiation Values,N/A,78.79916837343744,69.51683626641066,69.51683626641066
Jan Average East 30 Diffuse Radiation Values,N/A,19.36153573649684,31.186986645627755,28.95262728123038
Jan Average South 30 Total Radiation Values,N/A,177.05333369858863,180.71593726069196,179.0595818648485
Jan Average South 30 Beam Radiation Values,N/A,157.6917990885871,140.25056354066635,140.25056354066635
Jan Average South 30 Diffuse Radiation Values,N/A,19.36153573649684,40.46537372002561,38.809018324182176
Jan Average West 30 Total Radiation Values,N/A,96.08548606987496,100.71644903558145,98.51002631146731
Jan Average West 30 Beam Radiation Values,N/A,76.72395113052839,69.3980555131161,69.3980555131161
Jan Average West 30 Diffuse Radiation Values,N/A,19.36153573649684,31.31839352246535,29.111970798351216
Feb Average Dry Bulb Temperature Values,-0.052906110283159294,-0.06130074372674863,-0.062069794121292876,-0.062069794121292876
Feb Average Dry Bulb Temperature Absolute Errors,0,-0.008394633443589337,-0.009163683838133582,-0.009163683838133582
Feb Average Relative Humidity Values,54.30774962742176,54.05740714987339,54.29884968374055,54.29884968374055
Feb Average Relative Humidity Absolute Errors,0,-0.25034247754836514,-0.00889994368120739,-0.00889994368120739
Feb Average Dew Point Temperature Values,-8.941058122205662,-8.950136753400248,-8.952313809996276,-8.952313809996276
Feb Average Dew Point Temperature Absolute Errors,0,-0.009078631194585185,-0.011255687790614033,-0.011255687790614033
Feb Average Wind Speed Values,3.473472429210135,3.4830150965917857,3.472571210054157,3.472571210054157
Feb Average Wind Speed Absolute Errors,0,0.00954266738165055,-0.0009012191559780725,-0.0009012191559780725
Feb Average Wind Direction Values,184.06110283159464,184.12933472243031,184.11287155318536,184.11287155318536
Feb Average Wind Direction Absolute Errors,0,0.06823189083567627,0.05176872159071877,0.05176872159071877
Feb Average Station Pressure Values,832.7272727272727,830.1100000000407,832.7296627599324,832.7296627599324
Feb Average Station Pressure Absolute Errors,0,-2.6172727272320344,0.0023900326596049126,0.0023900326596049126
Feb Average Total Cloud Cover Values,5.259314456035767,5.254948653073373,5.259640229029724,5.259640229029724
Feb Average Total Cloud Cover Absolute Errors,0,-0.004365802962394305,0.00032577299395697423,0.00032577299395697423
Feb Average Opaque Cloud Cover Values,4.248882265275708,N/A,4.248532390756128,4.248532390756128
Feb Average Opaque Cloud Cover Absolute Errors,0,nan,-0.00034987451958023996,-0.00034987451958023996
Feb Average Total Horizontal Radiation Values,132.19672131147541,131.47722017928288,131.4169601816559,131.44892702906736
Feb Average Total Horizontal Radiation Absolute Errors,0,-0.7195011321925335,-0.7797611298195193,-0.7477942824080515
Feb Average Diffuse Horizontal Radiation Values,46.2414307004471,33.54992695103431,46.14604852620082,46.17801537361231
Feb Average Diffuse Horizontal Radiation Absolute Errors,0,-12.691503749412789,-0.09538217424627504,-0.0634153268347859
Feb Average Humidity Ratio Values,N/A,0.0023328533635957834,0.0023283343754173114,0.0023283343754173114
Feb Average Wet Bulb Temperature Values,N/A,-3.467845674428944,-3.490550460153616,-3.490550460153616
Feb Average Sky Temperature Values,N/A,-16.140332225404062,-17.9067048346554,-17.9067048346554
Feb Average Horizontal Beam Radiation Values,N/A,97.92729096513624,85.27091165545507,85.27091165545507
Feb Average South 90 Total Radiation Values,N/A,162.94457281211467,171.05086629224505,165.32048948230727
Feb Average South 90 Beam Radiation Values,N/A,146.1696113714094,129.32312613726674,129.32312613726674
Feb Average South 90 Diffuse Radiation Values,N/A,16.77496244572108,41.727740154978335,35.99736334504053
Feb Average East 90 Total Radiation Values,N/A,74.00774325834149,77.43297598816056,73.04999587118924
Feb Average East 90 Beam Radiation Values,N/A,57.23277758297331,49.019629492883546,49.019629492883546
Feb Average East 90 Diffuse Radiation Values,N/A,16.77496244572108,28.413346495277022,24.03036637830569
Feb Average North 90 Total Radiation Values,N/A,16.77496244572108,20.582834497811138,16.671750122279224
Feb Average North 90 Beam Radiation Values,N/A,0.0,0.0,0.0
Feb Average North 90 Diffuse Radiation Values,N/A,16.77496244572108,20.582834497811138,16.671750122279224
Feb Average West 90 Total Radiation Values,N/A,66.34273414088435,72.55946026722108,67.61248465932995
Feb Average West 90 Beam Radiation Values,N/A,49.56776794850464,43.339072829873444,43.339072829873444
Feb Average West 90 Diffuse Radiation Values,N/A,16.77496244572108,29.22038743734764,24.27341182945652
Feb Average 45 East 90 Total Radiation Values,N/A,131.80759003464743,137.10898084082973,132.0497365291948
Feb Average 45 East 90 Beam Radiation Values,N/A,115.03262847115714,100.75535130311336,100.75535130311336
Feb Average 45 East 90 Diffuse Radiation Values,N/A,16.77496244572108,36.35362953771635,31.29438522608144
Feb Average 45 West 90 Total Radiation Values,N/A,123.73131374618269,132.10065329736705,126.39654689378148
Feb Average 45 West 90 Beam Radiation Values,N/A,106.95635305904186,94.62556357277393,94.62556357277393
Feb Average 45 West 90 Radiation Values,N/A,16.77496244572108,37.475089724593104,31.770983321007552
Feb Average East 30 Total Radiation Values,N/A,125.22812487368641,126.54834532242032,124.42385193496395
Feb Average East 30 Beam Radiation Values,N/A,93.92561693442448,81.36372114466528,81.36372114466528
Feb Average East 30 Diffuse Radiation Values,N/A,31.30251222001788,45.18462417775505,43.060130790298665
Feb Average South 30 Total Radiation Values,N/A,189.19484118798965,193.4963962405015,190.39607077823243
Feb Average South 30 Beam Radiation Values,N/A,157.89232378405993,138.50833876611603,138.50833876611603
Feb Average South 30 Diffuse Radiation Values,N/A,31.30251222001788,54.98805747438549,51.887732012116366
Feb Average West 30 Total Radiation Values,N/A,120.16268332908191,123.36045613068742,120.82077368836411
Feb Average West 30 Beam Radiation Values,N/A,88.86017066695973,77.36929295008275,77.36929295008275
Feb Average West 30 Diffuse Radiation Values,N/A,31.30251222001788,45.991163180604694,43.451480738281354
Mar Average Dry Bulb Temperature Values,6.126312247644684,6.124350759524133,6.124168020238229,6.124168020238229
Mar Average Dry Bulb Temperature Absolute Errors,0,-0.0019614881205507473,-0.002144227406454924,-0.002144227406454924
Mar Average Relative Humidity Values,40.520861372812924,40.44774116682335,40.56981862141071,40.56981862141071
Mar Average Relative Humidity Absolute Errors,0,-0.07312020598957503,0.048957248597787384,0.048957248597787384
Mar Average Dew Point Temperature Values,-7.946904441453567,-7.937541050855483,-7.941414622306859,-7.941414622306859
Mar Average Dew Point Temperature Absolute Errors,0,0.00936339059808411,0.005489819146707653,0.005489819146707653
Mar Average Wind Speed Values,4.356056527590848,4.363063058206804,4.35609083865427,4.35609083865427
Mar Average Wind Speed Absolute Errors,0,0.00700653061595613,3.431106342155488e-05,3.431106342155488e-05
Mar Average Wind Direction Values,191.34589502018844,191.3563651028334,191.37004779507862,191.37004779507862
Mar Average Wind Direction Absolute Errors,0,0.010470082644957301,0.024152774890183082,0.024152774890183082
Mar Average Station Pressure Values,829.1635262449529,830.1100000000463,829.1601345170083,829.1601345170083
Mar Average Station Pressure Absolute Errors,0,0.9464737550933933,-0.003391727944631384,-0.003391727944631384
Mar Average Total Cloud Cover Values,4.975100942126514,4.97694582605189,4.976009110936857,4.976009110936857
Mar Average Total Cloud Cover Absolute Errors,0,0.0018448839253757399,0.0009081688103433905,0.0009081688103433905
Mar Average Opaque Cloud Cover Values,3.8896366083445493,N/A,3.8907130988387304,3.8907130988387304
Mar Average Opaque Cloud Cover Absolute Errors,0,nan,0.001076490494181126,0.001076490494181126
Mar Average Total Horizontal Radiation Values,194.35800807537012,190.65101587306918,193.58773979515178,193.61920971323846
Mar Average Total Horizontal Radiation Absolute Errors,0,-3.7069922023009383,-0.770268280218346,-0.7387983621316607
Mar Average Diffuse Horizontal Radiation Values,57.279946164199195,38.773756959752625,57.17788574714312,57.209355665229815
Mar Average Diffuse Horizontal Radiation Absolute Errors,0,-18.50618920444657,-0.10206041705607305,-0.07059049896938063
Mar Average Humidity Ratio Values,N/A,0.002501595360397898,0.002501886190049525,0.002501886190049525
Mar Average Wet Bulb Temperature Values,N/A,0.35213538580225967,0.3544538412299325,0.3544538412299325
Mar Average Sky Temperature Values,N/A,-10.851114960380409,-12.853534809112778,-12.853534809112778
Mar Average Horizontal Beam Radiation Values,N/A,151.8772551678342,136.40985404800867,136.40985404800867
Mar Average South 90 Total Radiation Values,N/A,159.53726173521517,165.8722943092972,158.60024555410328
Mar Average South 90 Beam Radiation Values,N/A,140.15038183530913,122.3883702926564,122.3883702926564
Mar Average South 90 Diffuse Radiation Values,N/A,19.386877035932255,43.4839240166408,36.21187526144689
Mar Average East 90 Total Radiation Values,N/A,103.43644413702039,107.78533929060153,102.05954098057626
Mar Average East 90 Beam Radiation Values,N/A,84.04956728459354,72.57862028510945,72.57862028510945
Mar Average East 90 Diffuse Radiation Values,N/A,19.386877035932255,35.20671900549207,29.480920695466796
Mar Average North 90 Total Radiation Values,N/A,19.386877035932255,24.96932652461201,19.30120093432044
Mar Average North 90 Beam Radiation Values,N/A,0.0,0.030637720190643918,0.030637720190643918
Mar Average North 90 Diffuse Radiation Values,N/A,19.386877035932255,24.93868880442137,19.270563214129798
Mar Average West 90 Total Radiation Values,N/A,87.64719677640909,96.2381522211769,88.98346715862769
Mar Average West 90 Beam Radiation Values,N/A,68.26032316487525,60.31631073463774,60.31631073463774
Mar Average West 90 Diffuse Radiation Values,N/A,19.386877035932255,35.92184148653915,28.66715642398994
Mar Average 45 East 90 Total Radiation Values,N/A,148.35524007733477,153.00013729903122,146.7798769991073
Mar Average 45 East 90 Beam Radiation Values,N/A,128.96836134914523,112.14536270979319,112.14536270979319
Mar Average 45 East 90 Diffuse Radiation Values,N/A,19.386877035932255,40.854774589238,34.63451428931411
Mar Average 45 West 90 Total Radiation Values,N/A,131.61671298540256,140.42039102137255,132.52519338805604
Mar Average 45 West 90 Beam Radiation Values,N/A,112.22983632536703,98.72896666725183,98.72896666725183
Mar Average 45 West 90 Radiation Values,N/A,19.386877035932255,41.691424354120734,33.79622672080419
Mar Average East 30 Total Radiation Values,N/A,182.97665582250255,186.66994591755557,184.074975004691
Mar Average East 30 Beam Radiation Values,N/A,146.8002508821203,130.43023156330116,130.43023156330116
Mar Average East 30 Diffuse Radiation Values,N/A,36.17640831773081,56.23971435425438,53.64474344138981
Mar Average South 30 Total Radiation Values,N/A,237.78116965377345,243.80898260016335,239.9119978191766
Mar Average South 30 Beam Radiation Values,N/A,201.60476382644515,179.31511823149296,179.31511823149296
Mar Average South 30 Diffuse Radiation Values,N/A,36.17640831773081,64.49386436867036,60.5968795876836
Mar Average West 30 Total Radiation Values,N/A,169.60657616753565,176.46141836794916,172.5383040308787
Mar Average West 30 Beam Radiation Values,N/A,133.43016444432,119.60107401418391,119.60107401418391
Mar Average West 30 Diffuse Radiation Values,N/A,36.17640831773081,56.860344353765235,52.937230016694755
Apr Average Dry Bulb Temperature Values,5.82865090403338,5.828277578205294,5.828500598063048,5.828500598063048
Apr Average Dry Bulb Temperature Absolute Errors,0,-0.0003733258280860241,-0.00015030597033227622,-0.00015030597033227622
Apr Average Relative Humidity Values,61.48678720445063,61.351975538268825,61.47001967820349,61.47001967820349
Apr Average Relative Humidity Absolute Errors,0,-0.13481166618180396,-0.01676752624713629,-0.01676752624713629
Apr Average Dew Point Temperature Values,-2.539012517385257,-2.5373731800263837,-2.5408942489485677,-2.5408942489485677
Apr Average Dew Point Temperature Absolute Errors,0,0.0016393373588732274,-0.00188173156331084,-0.00188173156331084
Apr Average Wind Speed Values,5.316759388038943,5.3242725196555405,5.316056545896518,5.316056545896518
Apr Average Wind Speed Absolute Errors,0,0.007513131616597057,-0.0007028421424255527,-0.0007028421424255527
Apr Average Wind Direction Values,177.0653685674548,177.1190443117119,177.19110525909636,177.19110525909636
Apr Average Wind Direction Absolute Errors,0,0.05367574425707744,0.12573669164154921,0.12573669164154921
Apr Average Station Pressure Values,830.2552155771906,830.1100000000316,830.2500313500791,830.2500313500791
Apr Average Station Pressure Absolute Errors,0,-0.1452155771589787,-0.00518422711149924,-0.00518422711149924
Apr Average Total Cloud Cover Values,7.787899860917942,7.79004028337296,7.7861900490025855,7.7861900490025855
Apr Average Total Cloud Cover Absolute Errors,0,0.0021404224550183315,-0.0017098119153562408,-0.0017098119153562408
Apr Average Opaque Cloud Cover Values,7.385952712100139,N/A,7.382837519774667,7.382837519774667
Apr Average Opaque Cloud Cover Absolute Errors,0,nan,-0.0031151923254721936,-0.0031151923254721936
Apr Average Total Horizontal Radiation Values,199.769123783032,199.4653425665225,199.02287310224077,199.0290839892515
Apr Average Total Horizontal Radiation Absolute Errors,0,-0.30378121650949197,-0.7462506807912348,-0.740039793780511
Apr Average Diffuse Horizontal Radiation Values,84.19471488178026,63.877551423350525,84.0416751120822,84.04788599909291
Apr Average Diffuse Horizontal Radiation Absolute Errors,0,-20.317163458429732,-0.15303976969805433,-0.14682888268734473
Apr Average Humidity Ratio Values,N/A,0.004017804533963021,0.004005866093395512,0.004005866093395512
Apr Average Wet Bulb Temperature Values,N/A,2.0007067192593433,2.01015001128246,2.01015001128246
Apr Average Sky Temperature Values,N/A,-3.700045088220723,-4.3921439907055,-4.3921439907055
Apr Average Horizontal Beam Radiation Values,N/A,135.58779527170458,114.98119799015856,114.98119799015856
Apr Average South 90 Total Radiation Values,N/A,100.05029241678001,107.21335081518123,102.79099803316588
Apr Average South 90 Beam Radiation Values,N/A,68.11152078273385,60.719766608937356,60.719766608937356
Apr Average South 90 Diffuse Radiation Values,N/A,31.938770872121296,46.49358420624389,42.07123142422852
Apr Average East 90 Total Radiation Values,N/A,105.79145134968677,106.54163372497086,104.49062405105111
Apr Average East 90 Beam Radiation Values,N/A,73.85268181513352,60.5015606738187,60.5015606738187
Apr Average East 90 Diffuse Radiation Values,N/A,31.938770872121296,46.04007305115216,43.98906337723244
Apr Average North 90 Total Radiation Values,N/A,33.8695226101821,35.1470796049462,33.35358956771396
Apr Average North 90 Beam Radiation Values,N/A,1.930751872621174,1.3723220696631468,1.3723220696631468
Apr Average North 90 Diffuse Radiation Values,N/A,31.938770872121296,33.77475753528305,31.981267498050812
Apr Average West 90 Total Radiation Values,N/A,85.25120676381506,89.56100913224198,86.14534111049308
Apr Average West 90 Beam Radiation Values,N/A,53.31243661633618,45.81112779635646,45.81112779635646
Apr Average West 90 Diffuse Radiation Values,N/A,31.938770872121296,43.74988133588551,40.334213314136626
Apr Average 45 East 90 Total Radiation Values,N/A,116.201806849062,119.7327859443155,116.62217173189833
Apr Average 45 East 90 Beam Radiation Values,N/A,84.26303246131336,71.4608942838585,71.4608942838585
Apr Average 45 East 90 Diffuse Radiation Values,N/A,31.938770872121296,48.27189166045698,45.16127744803985
Apr Average 45 West 90 Total Radiation Values,N/A,98.487330128171,105.14952466498623,100.76661954991043
Apr Average 45 West 90 Beam Radiation Values,N/A,66.5485555691073,58.502538599371526,58.502538599371526
Apr Average 45 West 90 Radiation Values,N/A,31.938770872121296,46.64698606561471,42.2640809505389
Apr Average East 30 Total Radiation Values,N/A,192.58915094949288,192.6451011024381,191.49895376147282
Apr Average East 30 Beam Radiation Values,N/A,132.99057954215823,111.72780972571084,111.72780972571084
Apr Average East 30 Diffuse Radiation Values,N/A,59.59856426662031,80.91729137672726,79.77114403576198
Apr Average South 30 Total Radiation Values,N/A,210.26799299584707,214.63716474497045,211.4977148883704
Apr Average South 30 Beam Radiation Values,N/A,150.66943444404765,129.39674749054564,129.39674749054564
Apr Average South 30 Diffuse Radiation Values,N/A,59.59856426662031,85.24041725442481,82.10096739782475
Apr Average West 30 Total Radiation Values,N/A,174.65398400547375,177.048305769226,174.70737835478522
Apr Average West 30 Beam Radiation Values,N/A,115.05542353646382,98.05858209519847,98.05858209519847
Apr Average West 30 Diffuse Radiation Values,N/A,59.59856426662031,78.98972367402754,76.64879625958676
May Average Dry Bulb Temperature Values,15.49764468371467,15.481520369807829,15.480571347223785,15.480571347223785
May Average Dry Bulb Temperature Absolute Errors,0,-0.016124313906841437,-0.017073336490884827,-0.017073336490884827
May Average Relative Humidity Values,52.50740242261104,52.4976593345879,52.55358976513196,52.55358976513196
May Average Relative Humidity Absolute Errors,0,-0.009743088023135726,0.04618734252092338,0.04618734252092338
May Average Dew Point Temperature Values,3.8006729475100944,3.8052906204967094,3.7963782625742106,3.7963782625742106
May Average Dew Point Temperature Absolute Errors,0,0.0046176729866149735,-0.004294684935883808,-0.004294684935883808
May Average Wind Speed Values,3.8067967698519514,3.811585038177239,3.804373903140288,3.804373903140288
May Average Wind Speed Absolute Errors,0,0.004788268325287781,-0.002422866711663474,-0.002422866711663474
May Average Wind Direction Values,178.12247644683714,178.21548595241813,178.08936372801608,178.08936372801608
May Average Wind Direction Absolute Errors,0,0.0930095055809943,-0.033112718821058706,-0.033112718821058706
May Average Station Pressure Values,832.9777927321669,830.1100000000339,832.9811713528248,832.9811713528248
May Average Station Pressure Absolute Errors,0,-2.8677927321330117,0.0033786206579407008,0.0033786206579407008
May Average Total Cloud Cover Values,5.924629878869448,5.918671864497919,5.923387849594862,5.923387849594862
May Average Total Cloud Cover Absolute Errors,0,-0.005958014371528542,-0.001242029274585832,-0.001242029274585832
May Average Opaque Cloud Cover Values,4.888963660834455,N/A,4.889051473059258,4.889051473059258
May Average Opaque Cloud Cover Absolute Errors,0,nan,8.78122248026969e-05,8.78122248026969e-05
May Average Total Horizontal Radiation Values,263.98115746971735,262.4541357861756,263.55006821865715,263.57379476003996
May Average Total Horizontal Radiation Absolute Errors,0,-1.5270216835417614,-0.43108925106020024,-0.4073627096773862
May Average Diffuse Horizontal Radiation Values,98.36608344549126,69.28290132133341,98.21847715653465,98.2422036979174
May Average Diffuse Horizontal Radiation Absolute Errors,0,-29.083182124157844,-0.14760628895660943,-0.12387974757385223
May Average Humidity Ratio Values,N/A,0.006463685004704929,0.006420862409289207,0.006420862409289207
May Average Wet Bulb Temperature Values,N/A,9.131047616003489,9.160362514923504,9.160362514923504
May Average Sky Temperature Values,N/A,3.2543886556874493,1.7083122534026738,1.7083122534026738
May Average Horizontal Beam Radiation Values,N/A,193.17124161771537,165.33159106212253,165.33159106212253
May Average South 90 Total Radiation Values,N/A,87.68762409704254,94.72775330809552,88.54056641186587
May Average South 90 Beam Radiation Values,N/A,53.046174728861445,46.151370675575585,46.151370675575585
May Average South 90 Diffuse Radiation Values,N/A,34.64144814328531,48.576382632519945,42.38919573629027
May Average East 90 Total Radiation Values,N/A,124.93720673000345,130.06639418282592,123.87977637435894
May Average East 90 Beam Radiation Values,N/A,90.29575667257599,76.32549222022037,76.32549222022037
